Season,MatchDate,HomeTeam,AwayTeam,FullTimeResult,home_win_rate_5,home_draw_rate_5,home_loss_rate_5,home_goals_scored_avg_5,home_goals_conceded_avg_5,home_goal_diff_avg_5,home_points_per_game_5,home_win_rate_10,home_draw_rate_10,home_loss_rate_10,home_goals_scored_avg_10,home_goals_conceded_avg_10,home_goal_diff_avg_10,home_points_per_game_10,home_venue_win_rate_5,home_venue_draw_rate_5,home_venue_loss_rate_5,home_venue_goals_scored_avg_5,home_venue_goals_conceded_avg_5,home_venue_goal_diff_avg_5,home_venue_points_per_game_5,home_venue_win_rate_10,home_venue_draw_rate_10,home_venue_loss_rate_10,home_venue_goals_scored_avg_10,home_venue_goals_conceded_avg_10,home_venue_goal_diff_avg_10,home_venue_points_per_game_10,away_win_rate_5,away_draw_rate_5,away_loss_rate_5,away_goals_scored_avg_5,away_goals_conceded_avg_5,away_goal_diff_avg_5,away_points_per_game_5,away_win_rate_10,away_draw_rate_10,away_loss_rate_10,away_goals_scored_avg_10,away_goals_conceded_avg_10,away_goal_diff_avg_10,away_points_per_game_10,away_venue_win_rate_5,away_venue_draw_rate_5,away_venue_loss_rate_5,away_venue_goals_scored_avg_5,away_venue_goals_conceded_avg_5,away_venue_goal_diff_avg_5,away_venue_points_per_game_5,away_venue_win_rate_10,away_venue_draw_rate_10,away_venue_loss_rate_10,away_venue_goals_scored_avg_10,away_venue_goals_conceded_avg_10,away_venue_goal_diff_avg_10,away_venue_points_per_game_10,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_matches,home_elo,away_elo,elo_diff,elo_exp_home,target
2012/13,2013-05-11,Aston Villa,Chelsea,A,0.6,0.2,0.2,2.4,1.4,1.0,2.0,0.5,0.1,0.4,1.9,1.5,0.4,1.6,0.4,0.2,0.4,2.2,1.4,0.8,1.4,0.3,0.1,0.6,1.4,1.8,-0.4,1.0,0.6,0.4,0.0,2.0,0.8,1.2,2.2,0.6,0.2,0.2,1.6,0.9,0.7,2.0,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.5,0.2,0.3,1.8,1.2,0.6,1.7,0.2,0.4,0.4,5,1530.2148169557377,1711.5978428090027,-181.38302585326505,0.38497645965768446,2
2012/13,2013-05-12,QPR,Newcastle,A,0.0,0.4,0.6,0.2,1.2,-1.0,0.4,0.2,0.2,0.6,1.0,1.6,-0.6,0.8,0.2,0.2,0.6,0.8,1.4,-0.6,0.8,0.1,0.4,0.5,0.5,1.2,-0.7,0.7,0.2,0.4,0.4,0.4,2.0,-1.6,1.0,0.3,0.2,0.5,0.9,2.0,-1.1,1.1,0.0,0.4,0.6,0.4,1.6,-1.2,0.4,0.1,0.3,0.6,1.1,2.2,-1.1,0.6,0.0,0.3333333333333333,0.6666666666666666,3,1428.704301805586,1511.2940275270835,-82.58972572149742,0.5250344476680677,2
2012/13,2013-05-12,Norwich,West Brom,H,0.2,0.2,0.6,1.2,1.8,-0.6,0.8,0.2,0.3,0.5,0.9,1.6,-0.7,0.9,0.4,0.4,0.2,1.4,1.2,0.2,1.6,0.2,0.5,0.3,1.1,1.2,-0.1,1.1,0.2,0.2,0.6,1.4,1.4,0.0,0.8,0.3,0.2,0.5,1.2,1.3,-0.1,1.1,0.2,0.2,0.6,0.8,1.0,-0.2,0.8,0.3,0.1,0.6,1.1,1.3,-0.2,1.0,0.4,0.2,0.4,5,1482.9431204109583,1521.147108607355,-38.20398819639672,0.588005533216346,0
2012/13,2013-05-12,Stoke,Tottenham,A,0.4,0.2,0.4,1.0,1.2,-0.2,1.4,0.2,0.2,0.6,0.6,1.1,-0.5,0.8,0.2,0.2,0.6,0.4,1.2,-0.8,0.8,0.3,0.3,0.4,1.2,1.7,-0.5,1.2,0.4,0.6,0.0,2.0,1.4,0.6,1.8,0.5,0.3,0.2,1.9,1.5,0.4,1.8,0.4,0.4,0.2,2.2,2.0,0.2,1.6,0.5,0.4,0.1,1.9,1.2,0.7,1.9,0.2,0.4,0.4,5,1507.47796802547,1706.2717255302985,-198.79375750482836,0.3615362508534238,2
2012/13,2013-05-12,Fulham,Liverpool,A,0.0,0.2,0.8,0.6,2.0,-1.4,0.2,0.3,0.2,0.5,1.0,1.5,-0.5,1.1,0.4,0.0,0.6,1.2,2.0,-0.8,1.2,0.3,0.2,0.5,1.2,1.6,-0.4,1.1,0.2,0.8,0.0,1.6,0.4,1.2,1.4,0.5,0.4,0.1,2.3,0.8,1.5,1.9,0.6,0.2,0.2,2.6,0.8,1.8,2.0,0.4,0.3,0.3,2.2,1.3,0.9,1.5,0.4,0.0,0.6,5,1507.2975751486001,1628.7401098212301,-121.44253467263002,0.4691808315449564,2
2012/13,2013-05-12,Everton,West Ham,H,0.4,0.4,0.2,0.6,0.2,0.4,1.6,0.5,0.3,0.2,1.2,0.6,0.6,1.8,1.0,0.0,0.0,1.8,0.2,1.6,3.0,0.7,0.2,0.1,1.7,0.8,0.9,2.3,0.2,0.6,0.2,1.2,1.0,0.2,1.2,0.3,0.4,0.3,1.2,1.1,0.1,1.3,0.2,0.4,0.4,0.6,1.0,-0.4,1.0,0.1,0.2,0.7,0.6,1.9,-1.3,0.5,0.4,0.6,0.0,5,1668.8397712690005,1518.011783066348,150.82798820265248,0.8090550764549047,0
2012/13,2013-05-12,Man United,Swansea,H,0.4,0.4,0.2,1.6,0.8,0.8,1.6,0.6,0.2,0.2,1.7,0.6,1.1,2.0,0.6,0.0,0.4,1.8,0.6,1.2,1.8,0.8,0.0,0.2,2.1,0.8,1.3,2.4,0.2,0.6,0.2,1.0,1.2,-0.2,1.2,0.2,0.3,0.5,0.8,1.7,-0.9,0.9,0.2,0.2,0.6,1.2,2.6,-1.4,0.8,0.2,0.4,0.4,0.8,1.5,-0.7,1.0,0.6666666666666666,0.3333333333333333,0.0,3,1822.478559285001,1554.2932659585194,268.18529332648154,0.8927788061394211,0
2012/13,2013-05-12,Sunderland,Southampton,D,0.4,0.2,0.4,1.4,1.8,-0.4,1.4,0.2,0.3,0.5,1.2,1.8,-0.6,0.9,0.2,0.6,0.2,1.0,1.0,0.0,1.2,0.3,0.4,0.3,1.0,0.8,0.2,1.3,0.2,0.4,0.4,0.6,1.0,-0.4,1.0,0.3,0.3,0.4,1.1,1.3,-0.2,1.2,0.2,0.4,0.4,0.8,1.0,-0.2,1.0,0.2,0.5,0.3,1.3,1.4,-0.1,1.1,0.2,0.2,0.6,5,1499.6506694179907,1516.9531906732243,-17.302521255233614,0.61681351444756,1
2012/13,2013-05-14,Reading,Man City,A,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.1,0.2,0.7,0.8,1.9,-1.1,0.5,0.0,0.4,0.6,0.2,1.4,-1.2,0.4,0.3,0.4,0.3,0.9,1.2,-0.3,1.3,0.6,0.2,0.2,1.0,0.8,0.2,2.0,0.7,0.1,0.2,1.4,0.7,0.7,2.2,0.4,0.2,0.4,0.8,1.2,-0.4,1.4,0.4,0.2,0.4,1.1,1.3,-0.2,1.4,0.6,0.0,0.4,5,1422.843715789601,1776.110682192248,-353.2669664026471,0.18878537810378263,2
2012/13,2013-05-14,Arsenal,Wigan,H,0.6,0.4,0.0,1.2,0.4,0.8,2.2,0.7,0.2,0.1,1.7,0.7,1.0,2.3,0.6,0.4,0.0,2.0,0.8,1.2,2.2,0.6,0.3,0.1,2.5,1.2,1.3,2.1,0.2,0.2,0.6,1.4,2.0,-0.6,0.8,0.4,0.2,0.4,1.4,1.6,-0.2,1.4,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.3,0.3,0.4,1.5,1.5,0.0,1.2,0.6,0.2,0.2,5,1724.0474944438297,1504.8979133351754,219.14958110865427,0.8626139807973425,0
2012/13,2013-05-19,Chelsea,Everton,H,0.6,0.4,0.0,1.8,1.0,0.8,2.2,0.7,0.2,0.1,1.8,0.8,1.0,2.3,0.8,0.2,0.0,1.8,0.6,1.2,2.6,0.7,0.2,0.1,2.5,0.8,1.7,2.3,0.4,0.4,0.2,0.6,0.2,0.4,1.6,0.6,0.3,0.1,1.3,0.4,0.9,2.1,0.0,0.6,0.4,0.6,1.0,-0.4,0.6,0.2,0.5,0.3,0.8,1.0,-0.2,1.1,0.4,0.2,0.4,5,1723.9170895180487,1674.9500088224436,48.96708069560509,0.7021429721778808,0
2012/13,2013-05-19,Liverpool,QPR,H,0.4,0.6,0.0,2.2,0.6,1.6,1.8,0.5,0.4,0.1,2.1,0.9,1.2,1.9,0.4,0.6,0.0,2.0,0.8,1.2,1.8,0.5,0.3,0.2,2.3,0.9,1.4,1.8,0.0,0.2,0.8,0.2,1.4,-1.2,0.2,0.2,0.2,0.6,1.1,1.6,-0.5,0.8,0.2,0.2,0.6,1.2,1.8,-0.6,0.8,0.2,0.3,0.5,1.1,1.7,-0.6,0.9,0.6666666666666666,0.0,0.3333333333333333,3,1643.7538964306686,1411.9031994802078,231.85069695046082,0.8710512941208383,0
2012/13,2013-05-19,Man City,Norwich,A,0.6,0.2,0.2,1.2,0.8,0.4,2.0,0.7,0.1,0.2,1.4,0.7,0.7,2.2,1.0,0.0,0.0,2.0,0.2,1.8,3.0,0.8,0.1,0.1,2.0,0.6,1.4,2.5,0.4,0.0,0.6,1.6,1.4,0.2,1.2,0.2,0.3,0.5,1.1,1.5,-0.4,0.9,0.0,0.2,0.8,0.4,2.0,-1.6,0.2,0.1,0.2,0.7,0.8,2.2,-1.4,0.5,0.8,0.2,0.0,5,1782.151814291569,1496.1269433480352,286.02487094353387,0.902219951284275,2
2012/13,2013-05-19,Newcastle,Arsenal,A,0.2,0.4,0.4,0.6,2.2,-1.6,1.0,0.3,0.2,0.5,0.7,1.9,-1.2,1.1,0.6,0.0,0.4,1.4,2.4,-1.0,1.8,0.5,0.0,0.5,1.4,2.1,-0.7,1.5,0.6,0.4,0.0,1.4,0.4,1.0,2.2,0.7,0.2,0.1,1.9,0.7,1.2,2.3,0.8,0.0,0.2,1.4,0.6,0.8,2.4,0.7,0.1,0.2,1.6,0.8,0.8,2.2,0.2,0.4,0.4,5,1528.0951298524617,1728.4438470583148,-200.34871720585306,0.3594726670871667,2
2012/13,2013-05-19,Southampton,Stoke,D,0.0,0.6,0.4,0.4,1.2,-0.8,0.6,0.3,0.4,0.3,1.0,1.0,0.0,1.3,0.4,0.2,0.4,1.4,1.6,-0.2,1.4,0.4,0.3,0.3,1.2,1.1,0.1,1.5,0.4,0.2,0.4,1.0,1.0,0.0,1.4,0.2,0.2,0.6,0.7,1.2,-0.5,0.8,0.2,0.2,0.6,0.8,1.0,-0.2,0.8,0.1,0.3,0.6,0.5,1.2,-0.7,0.6,0.0,1.0,0.0,1,1520.6912231355461,1495.9088079981605,24.78241513738567,0.6722337284056953,1
2012/13,2013-05-19,Swansea,Fulham,A,0.2,0.4,0.4,0.8,1.2,-0.4,1.0,0.2,0.3,0.5,0.9,1.4,-0.5,0.9,0.2,0.4,0.4,0.4,0.8,-0.4,1.0,0.3,0.4,0.3,1.5,1.3,0.2,1.3,0.0,0.0,1.0,0.6,2.4,-1.8,0.0,0.2,0.2,0.6,1.0,1.8,-0.8,0.8,0.2,0.4,0.4,0.8,1.0,-0.2,1.0,0.2,0.3,0.5,0.7,1.4,-0.7,0.9,1.0,0.0,0.0,3,1550.8621877549808,1492.2837885391616,58.57839921581922,0.7135831385748056,2
2012/13,2013-05-19,Tottenham,Sunderland,H,0.6,0.4,0.0,2.0,1.2,0.8,2.2,0.5,0.3,0.2,1.8,1.4,0.4,1.8,0.6,0.2,0.2,1.6,1.0,0.6,2.0,0.6,0.3,0.1,1.5,0.8,0.7,2.1,0.4,0.4,0.2,1.4,1.6,-0.2,1.6,0.2,0.4,0.4,1.2,1.7,-0.5,1.0,0.2,0.0,0.8,1.4,2.6,-1.2,0.6,0.3,0.0,0.7,1.3,2.3,-1.0,0.9,0.6,0.4,0.0,5,1717.840885557608,1495.9126369556689,221.92824860193923,0.864498629553692,0
2012/13,2013-05-19,West Brom,Man United,D,0.2,0.2,0.6,1.2,1.8,-0.6,0.8,0.2,0.2,0.6,1.0,1.6,-0.6,0.8,0.4,0.2,0.4,1.6,1.6,0.0,1.4,0.3,0.3,0.4,1.3,1.4,-0.1,1.2,0.4,0.4,0.2,1.6,1.0,0.6,1.6,0.6,0.2,0.2,1.7,0.7,1.0,2.0,0.6,0.4,0.0,1.6,0.6,1.0,2.2,0.6,0.4,0.0,1.8,0.7,1.1,2.2,0.0,0.2,0.8,5,1507.963285670278,1825.9096374885396,-317.9463518182615,0.22190486366743373,1
2012/13,2013-05-19,West Ham,Reading,H,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.3,0.4,0.3,1.0,1.0,0.0,1.3,0.4,0.4,0.2,1.8,1.2,0.6,1.6,0.4,0.3,0.3,1.6,1.3,0.3,1.5,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.1,0.2,0.7,0.8,1.8,-1.0,0.5,0.2,0.0,0.8,1.4,2.4,-1.0,0.6,0.2,0.0,0.8,1.1,2.2,-1.1,0.6,0.2,0.2,0.6,5,1511.901545512905,1416.80258369028,95.09896182262491,0.7545595598087067,0
2012/13,2013-05-19,Wigan,Aston Villa,D,0.2,0.2,0.6,1.6,2.6,-1.0,0.8,0.3,0.2,0.5,1.2,2.0,-0.8,1.1,0.4,0.2,0.4,1.4,2.0,-0.6,1.4,0.2,0.3,0.5,1.3,2.2,-0.9,0.9,0.4,0.2,0.4,2.0,1.6,0.4,1.4,0.5,0.1,0.4,1.9,1.5,0.4,1.6,0.6,0.0,0.4,1.6,1.6,0.0,1.8,0.4,0.3,0.3,1.8,2.4,-0.6,1.5,0.2,0.4,0.4,5,1500.5015607206903,1517.8955702466917,-17.394009526001355,0.6166890309192914,1
2013/14,2013-08-17,Swansea,Man United,A,0.2,0.2,0.6,0.8,1.8,-1.0,0.8,0.1,0.3,0.6,0.8,1.7,-0.9,0.6,0.0,0.4,0.6,0.2,1.4,-1.2,0.4,0.3,0.4,0.3,1.2,1.2,0.0,1.3,0.4,0.4,0.2,2.2,1.6,0.6,1.6,0.5,0.3,0.2,1.8,1.2,0.6,1.8,0.4,0.6,0.0,2.2,1.6,0.6,1.8,0.5,0.5,0.0,2.0,1.0,1.0,2.0,0.0,0.25,0.75,4,1528.027527320587,1817.0105931258975,-288.9830658053104,0.2520188340603466,2
2013/14,2013-08-17,Sunderland,Fulham,A,0.2,0.4,0.4,0.8,1.8,-1.0,1.0,0.2,0.3,0.5,1.0,1.6,-0.6,0.9,0.2,0.6,0.2,0.8,0.8,0.0,1.2,0.2,0.5,0.3,1.0,0.9,0.1,1.1,0.2,0.0,0.8,1.2,1.8,-0.6,0.6,0.3,0.1,0.6,1.1,1.6,-0.5,1.0,0.4,0.2,0.4,1.0,0.6,0.4,1.4,0.3,0.3,0.4,0.9,1.2,-0.3,1.2,0.2,0.4,0.4,5,1491.576593101387,1515.1184489735554,-23.5418558721683,0.6082896391160759,2
2013/14,2013-08-17,West Brom,Southampton,A,0.2,0.2,0.6,2.0,2.6,-0.6,0.8,0.2,0.3,0.5,1.5,2.0,-0.5,0.9,0.2,0.4,0.4,2.2,2.4,-0.2,1.0,0.3,0.3,0.4,1.8,1.9,-0.1,1.2,0.0,0.6,0.4,0.4,1.2,-0.8,0.6,0.3,0.5,0.2,1.0,0.9,0.1,1.4,0.2,0.6,0.2,0.6,0.4,0.2,1.2,0.2,0.5,0.3,1.1,1.2,-0.1,1.1,0.4,0.4,0.2,5,1516.8623300329202,1515.179743826564,1.6825862063562909,0.6422933785667617,2
2013/14,2013-08-17,Liverpool,Stoke,H,0.6,0.4,0.0,2.4,0.6,1.8,2.2,0.5,0.4,0.1,1.8,0.9,0.9,1.9,0.4,0.6,0.0,1.2,0.8,0.4,1.8,0.6,0.3,0.1,2.3,0.6,1.7,2.1,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.2,0.3,0.5,0.8,1.2,-0.4,0.9,0.2,0.4,0.4,1.0,1.0,0.0,1.0,0.1,0.3,0.6,0.6,1.3,-0.7,0.6,0.2,0.4,0.4,5,1647.8802550188018,1501.4202873071426,146.45996771165915,0.8051404386374645,0
2013/14,2013-08-17,Arsenal,Aston Villa,A,0.8,0.2,0.0,1.6,0.4,1.2,2.6,0.8,0.2,0.0,1.9,0.5,1.4,2.6,0.6,0.4,0.0,2.4,0.8,1.6,2.2,0.6,0.3,0.1,2.2,1.0,1.2,2.1,0.4,0.2,0.4,2.2,1.8,0.4,1.4,0.5,0.2,0.3,2.1,1.6,0.5,1.7,0.6,0.2,0.2,1.8,1.6,0.2,2.0,0.3,0.4,0.3,1.7,2.5,-0.8,1.3,0.6,0.2,0.2,5,1739.9469724051041,1521.629619236109,218.31735316899517,0.8620452440504085,2
2013/14,2013-08-17,Norwich,Everton,D,0.6,0.0,0.4,2.0,1.2,0.8,1.8,0.3,0.3,0.4,1.4,1.3,0.1,1.2,0.4,0.4,0.2,1.8,1.0,0.8,1.6,0.3,0.5,0.2,1.5,1.1,0.4,1.4,0.4,0.2,0.4,0.8,0.6,0.2,1.4,0.5,0.3,0.2,1.1,0.5,0.6,1.8,0.0,0.6,0.4,0.6,1.0,-0.4,0.6,0.2,0.4,0.4,0.8,1.1,-0.3,1.0,0.2,0.6,0.2,5,1524.997981789132,1665.4185839321358,-140.42060214300386,0.442091106932149,1
2013/14,2013-08-18,Chelsea,Hull,H,0.8,0.2,0.0,1.8,0.8,1.0,2.6,0.7,0.2,0.1,1.9,0.9,1.0,2.3,0.8,0.2,0.0,2.0,0.8,1.2,2.6,0.7,0.2,0.1,1.9,0.9,1.0,2.3,0.0,0.6,0.4,0.4,1.0,-0.6,0.6,0.1,0.3,0.6,0.8,1.6,-0.8,0.6,0.0,0.4,0.6,1.0,2.4,-1.4,0.4,0.0,0.4,0.6,0.7,2.2,-1.5,0.4,0.5,0.5,0.0,4,1733.4485144083565,1400.599863331682,332.8486510766745,0.9235562921916964,0
2013/14,2013-08-18,Crystal Palace,Tottenham,A,0.0,0.2,0.8,0.8,2.6,-1.8,0.2,0.1,0.3,0.6,0.9,2.1,-1.2,0.6,0.2,0.4,0.4,1.0,1.0,0.0,1.0,0.3,0.3,0.4,1.0,0.7,0.3,1.2,0.6,0.4,0.0,1.6,1.0,0.6,2.2,0.5,0.3,0.2,1.7,1.3,0.4,1.8,0.4,0.4,0.2,2.0,1.8,0.2,1.6,0.5,0.4,0.1,1.7,1.3,0.4,1.9,0.5,0.5,0.0,2,1412.1706356268928,1722.17692941189,-310.00629378499707,0.22989690897136567,2
2013/14,2013-08-19,Man City,Newcastle,H,0.6,0.2,0.2,1.4,0.8,0.6,2.0,0.6,0.1,0.3,1.5,1.0,0.5,1.9,0.8,0.0,0.2,2.0,0.8,1.2,2.4,0.8,0.1,0.1,2.0,0.6,1.4,2.5,0.2,0.4,0.4,0.6,1.8,-1.2,1.0,0.3,0.2,0.5,0.7,1.9,-1.2,1.1,0.2,0.4,0.4,0.8,1.6,-0.8,1.0,0.2,0.3,0.5,1.0,1.9,-0.9,0.9,1.0,0.0,0.0,5,1753.2807758504723,1516.5920045056723,236.6887713448,0.8741472607505518,0
2013/14,2013-08-21,Chelsea,Aston Villa,H,0.8,0.2,0.0,1.8,0.8,1.0,2.6,0.7,0.2,0.1,1.9,0.9,1.0,2.3,0.8,0.2,0.0,2.0,0.8,1.2,2.6,0.8,0.2,0.0,2.1,0.8,1.3,2.6,0.6,0.2,0.2,2.8,1.4,1.4,2.0,0.5,0.2,0.3,2.2,1.6,0.6,1.7,0.6,0.2,0.2,2.0,1.6,0.4,2.0,0.4,0.4,0.2,2.0,1.8,0.2,1.6,0.6,0.2,0.2,5,1735.8947130582221,1549.215067045722,186.67964601250014,0.838926281448369,0
2013/14,2013-08-24,Southampton,Sunderland,D,0.2,0.4,0.4,0.6,1.2,-0.6,1.0,0.4,0.4,0.2,1.1,0.9,0.2,1.6,0.4,0.4,0.2,1.4,1.4,0.0,1.6,0.3,0.4,0.3,1.2,1.2,0.0,1.3,0.0,0.4,0.6,0.6,2.0,-1.4,0.4,0.2,0.3,0.5,0.9,1.4,-0.5,0.9,0.2,0.0,0.8,1.2,2.4,-1.2,0.6,0.3,0.0,0.7,1.2,2.1,-0.9,0.9,0.4,0.4,0.2,5,1535.7331319407003,1472.1113246496727,63.62180729102761,0.719479824550749,1
2013/14,2013-08-24,Newcastle,West Ham,D,0.2,0.2,0.6,0.4,2.4,-2.0,0.8,0.2,0.2,0.6,0.5,2.2,-1.7,0.8,0.4,0.0,0.6,0.6,2.2,-1.6,1.2,0.5,0.0,0.5,1.3,1.9,-0.6,1.5,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.4,0.4,0.2,1.5,1.0,0.5,1.6,0.0,0.4,0.6,0.4,1.4,-1.0,0.4,0.1,0.2,0.7,0.6,2.0,-1.4,0.5,0.4,0.4,0.2,5,1512.56471684969,1530.4491911045607,-17.88447425487061,0.6160214194881104,1
2013/14,2013-08-24,Fulham,Arsenal,A,0.4,0.0,0.6,1.4,1.6,-0.2,1.2,0.3,0.1,0.6,1.1,1.6,-0.5,1.0,0.2,0.0,0.8,1.2,2.6,-1.4,0.6,0.3,0.1,0.6,1.2,1.8,-0.6,1.0,0.6,0.2,0.2,1.6,1.0,0.6,2.0,0.7,0.2,0.1,1.8,0.8,1.0,2.3,1.0,0.0,0.0,1.4,0.2,1.2,3.0,0.7,0.1,0.2,1.2,0.6,0.6,2.2,0.2,0.6,0.2,5,1534.5837174252697,1712.3615245954911,-177.77780717022142,0.38990179212180204,2
2013/14,2013-08-24,Everton,West Brom,D,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.4,0.4,0.2,1.1,0.7,0.4,1.6,1.0,0.0,0.0,1.6,0.0,1.6,3.0,0.7,0.2,0.1,1.7,0.7,1.0,2.3,0.0,0.2,0.8,1.4,2.8,-1.4,0.2,0.1,0.3,0.6,1.3,2.0,-0.7,0.6,0.2,0.2,0.6,0.8,1.6,-0.8,0.8,0.2,0.1,0.7,0.9,1.6,-0.7,0.7,0.6,0.0,0.4,5,1663.5654993539645,1496.3089419187838,167.25655743518064,0.8232396389669228,1
2013/14,2013-08-24,Aston Villa,Liverpool,A,0.4,0.2,0.4,1.8,1.6,0.2,1.4,0.4,0.2,0.4,2.0,1.6,0.4,1.4,0.4,0.2,0.4,2.4,1.6,0.8,1.4,0.3,0.1,0.6,1.5,1.6,-0.1,1.0,0.8,0.2,0.0,2.2,0.2,2.0,2.6,0.5,0.4,0.1,1.6,0.7,0.9,1.9,0.6,0.2,0.2,2.4,1.0,1.4,2.0,0.5,0.3,0.2,2.4,1.1,1.3,1.8,0.4,0.2,0.4,5,1544.0607080520697,1654.115760982403,-110.0550529303332,0.4855336542577212,2
2013/14,2013-08-25,Tottenham,Swansea,H,0.8,0.2,0.0,1.4,0.6,0.8,2.6,0.6,0.3,0.1,1.6,1.0,0.6,2.1,0.6,0.2,0.2,1.4,0.8,0.6,2.0,0.6,0.3,0.1,1.5,0.8,0.7,2.1,0.2,0.2,0.6,1.0,2.2,-1.2,0.8,0.1,0.3,0.6,0.8,1.9,-1.1,0.6,0.2,0.2,0.6,1.4,2.0,-0.6,0.8,0.2,0.3,0.5,0.9,1.7,-0.8,0.9,0.75,0.25,0.0,4,1729.5336304989735,1519.962924630656,209.57070586831742,0.8559476239646806,0
2013/14,2013-08-26,Man United,Chelsea,D,0.4,0.4,0.2,2.4,1.8,0.6,1.6,0.5,0.3,0.2,2.1,1.3,0.8,1.8,0.6,0.0,0.4,1.4,0.8,0.6,1.8,0.8,0.0,0.2,1.9,0.6,1.3,2.4,0.8,0.2,0.0,2.0,1.0,1.0,2.6,0.8,0.2,0.0,2.0,0.8,1.2,2.6,0.6,0.2,0.2,1.8,1.0,0.8,2.0,0.5,0.2,0.3,1.9,1.3,0.6,1.7,0.6,0.2,0.2,5,1825.0751958158285,1741.0490720518744,84.02612376395405,0.7425643071075109,1
2013/14,2013-08-31,West Ham,Stoke,A,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.3,0.5,0.2,1.2,0.9,0.3,1.4,0.6,0.4,0.0,2.0,0.8,1.2,2.2,0.6,0.3,0.1,1.9,1.0,0.9,2.1,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.3,0.2,0.5,0.9,1.2,-0.3,1.1,0.2,0.4,0.4,0.8,0.8,0.0,1.0,0.1,0.2,0.7,0.6,1.4,-0.8,0.5,0.4,0.4,0.2,5,1534.1618765281803,1503.2012903035595,30.960586224620783,0.6800213095513962,2
2013/14,2013-08-31,Norwich,Southampton,H,0.4,0.2,0.4,2.0,1.4,0.6,1.4,0.3,0.2,0.5,1.5,1.5,0.0,1.1,0.4,0.4,0.2,2.2,1.4,0.8,1.6,0.3,0.6,0.1,1.4,0.9,0.5,1.5,0.2,0.6,0.2,0.8,0.8,0.0,1.2,0.3,0.5,0.2,0.9,0.9,0.0,1.4,0.4,0.4,0.2,0.8,0.4,0.4,1.6,0.2,0.5,0.3,1.1,1.2,-0.1,1.1,0.3333333333333333,0.6666666666666666,0.0,3,1509.5324994105526,1528.7097775550765,-19.177278144523825,0.6142595882838616,0
2013/14,2013-08-31,Newcastle,Fulham,H,0.2,0.4,0.4,0.4,1.2,-0.8,1.0,0.2,0.3,0.5,0.4,2.0,-1.6,0.9,0.2,0.2,0.6,0.2,2.0,-1.8,0.8,0.4,0.1,0.5,1.2,1.9,-0.7,1.3,0.4,0.0,0.6,1.6,2.0,-0.4,1.2,0.2,0.1,0.7,0.9,1.7,-0.8,0.7,0.4,0.2,0.4,1.0,0.6,0.4,1.4,0.4,0.3,0.3,1.0,0.8,0.2,1.5,0.4,0.0,0.6,5,1508.8520314260704,1522.106860077372,-13.254828651301523,0.6223054727741233,0
2013/14,2013-08-31,Man City,Hull,H,0.6,0.0,0.4,2.2,1.2,1.0,1.8,0.6,0.1,0.3,1.7,1.1,0.6,1.9,0.8,0.0,0.2,2.0,0.8,1.2,2.4,0.8,0.1,0.1,2.3,0.6,1.7,2.5,0.2,0.4,0.4,0.6,1.0,-0.4,1.0,0.2,0.3,0.5,0.6,1.3,-0.7,0.9,0.0,0.4,0.6,0.8,1.8,-1.0,0.4,0.0,0.3,0.7,0.5,2.2,-1.7,0.3,0.25,0.5,0.25,4,1734.1227803605584,1415.4722316385669,318.6505487219915,0.9175826195263055,0
2013/14,2013-09-01,Arsenal,Tottenham,H,0.8,0.0,0.2,2.0,1.0,1.0,2.4,0.7,0.2,0.1,1.7,0.8,0.9,2.3,0.4,0.4,0.2,1.8,1.2,0.6,1.6,0.6,0.3,0.1,2.3,1.1,1.2,2.1,0.8,0.2,0.0,1.4,0.6,0.8,2.6,0.7,0.3,0.0,1.7,0.9,0.8,2.4,0.6,0.4,0.0,1.8,1.2,0.6,2.2,0.5,0.4,0.1,1.6,1.2,0.4,1.9,0.4,0.2,0.4,5,1724.8383819433889,1734.1433065321037,-9.304924588714812,0.6276346705491938,0
2013/14,2013-09-01,Liverpool,Man United,H,0.8,0.2,0.0,1.2,0.2,1.0,2.6,0.6,0.4,0.0,1.6,0.4,1.2,2.2,0.4,0.6,0.0,0.8,0.4,0.4,1.8,0.6,0.3,0.1,2.0,0.6,1.4,2.1,0.4,0.4,0.2,2.2,1.6,0.6,1.6,0.4,0.4,0.2,2.0,1.3,0.7,1.6,0.4,0.6,0.0,2.8,1.8,1.0,1.8,0.6,0.4,0.0,2.3,1.0,1.3,2.2,0.2,0.2,0.6,5,1669.65283791865,1817.313137988388,-147.660300069738,0.43183832637946656,0
